frame,landmark,x,y,z,visibility
0,0,0.028895460069179535,1.4412215948104858,-0.25984987616539,1.0
0,1,0.05845705792307854,1.457113265991211,-0.25225743651390076,1.0
0,2,0.054928235709667206,1.460504412651062,-0.2395959496498108,1.0
0,3,0.046244483441114426,1.4629346132278442,-0.24044682085514069,1.0
0,4,0.025611329823732376,1.4630582332611084,-0.26368027925491333,1.0
0,5,0.029468368738889694,1.4607503414154053,-0.2754512131214142,1.0
0,6,0.03536861389875412,1.4576600790023804,-0.25385239720344543,1.0
0,7,0.10291921347379684,1.4439034461975098,-0.11137880384922028,1.0
0,8,-0.059957534074783325,1.3988791704177856,-0.13189177215099335,1.0
0,9,0.062178295105695724,1.4245721101760864,-0.207548126578331,1.0
0,10,0.027044905349612236,1.3967323303222656,-0.23184341192245483,1.0
0,11,0.18470880389213562,1.2730811834335327,0.015475057996809483,1.0
0,12,-0.13611000776290894,1.3443442583084106,0.038954973220825195,1.0
0,13,0.23111487925052643,1.0969959497451782,-0.03055323287844658,1.0
0,14,-0.20536427199840546,1.058457612991333,-0.05042457580566406,1.0
0,15,0.15104684233665466,1.0301909446716309,-0.1746498942375183,1.0
0,16,-0.14313293993473053,1.0299875736236572,-0.26401329040527344,1.0
0,17,0.1133701279759407,1.0325809717178345,-0.20319567620754242,1.0
0,18,-0.0950351357460022,1.0401098728179932,-0.3347483277320862,1.0
0,19,0.08843482285737991,1.0498542785644531,-0.21542984247207642,1.0
0,20,-0.06944301724433899,1.1024450063705444,-0.3461260199546814,1.0
0,21,0.13882139325141907,1.027819037437439,-0.17870767414569855,1.0
0,22,-0.12153446674346924,1.0514518022537231,-0.2742444574832916,1.0
0,23,0.08804183453321457,0.8157826662063599,0.037399329245090485,1.0
0,24,-0.08798832446336746,0.8353189826011658,-0.03710288926959038,1.0
0,25,0.07393014430999756,0.37509119510650635,0.015927158296108246,1.0
0,26,-0.02961985021829605,0.4756806492805481,-0.04272818565368652,1.0
0,27,0.037277206778526306,0.04314859211444855,0.15498805046081543,1.0
0,28,-0.08945522457361221,0.09423540532588959,0.09659698605537415,1.0
0,29,0.02065020240843296,0.011994708329439163,0.1730070263147354,1.0
0,30,-0.09339356422424316,0.06904268264770508,0.0760376900434494,1.0
0,31,0.05550035089254379,0.0,0.1014714390039444,1.0
0,32,-0.07001714408397675,0.07507945597171783,-0.026734288781881332,1.0
1,0,0.029096459969878197,1.441484808921814,-0.2566176652908325,1.0
1,1,0.05817209184169769,1.4575711488723755,-0.24868406355381012,1.0
1,2,0.05469423159956932,1.4611632823944092,-0.2372492402791977,1.0
1,3,0.04638734087347984,1.462927222251892,-0.23741202056407928,1.0
1,4,0.02573956921696663,1.4641706943511963,-0.260733425617218,1.0
1,5,0.029584283009171486,1.461498737335205,-0.2722850441932678,1.0
1,6,0.03503233194351196,1.4583922624588013,-0.2505277395248413,1.0
1,7,0.10277850180864334,1.4436064958572388,-0.11018753796815872,1.0
1,8,-0.05841328203678131,1.4001684188842773,-0.13010118901729584,1.0
1,9,0.06191596761345863,1.424644112586975,-0.20513634383678436,1.0
1,10,0.02672002650797367,1.3978265523910522,-0.22877761721611023,1.0
1,11,0.18484914302825928,1.2725014686584473,0.014539692550897598,1.0
1,12,-0.1355719268321991,1.3441225290298462,0.037890151143074036,1.0
1,13,0.2301294505596161,1.0956958532333374,-0.03331691771745682,1.0
1,14,-0.20184527337551117,1.0596733093261719,-0.057000454515218735,1.0
1,15,0.1501881331205368,1.0303757190704346,-0.17333024740219116,1.0
1,16,-0.11055944859981537,1.0346336364746094,-0.2642466127872467,1.0
1,17,0.11251991987228394,1.0324193239212036,-0.20094749331474304,1.0
1,18,-0.054146572947502136,1.0441523790359497,-0.3345738649368286,1.0
1,19,0.08836004137992859,1.050191044807434,-0.21235014498233795,1.0
1,20,-0.025654444471001625,1.108190655708313,-0.34300675988197327,1.0
1,21,0.1387990415096283,1.0275517702102661,-0.17752569913864136,1.0
1,22,-0.08574418723583221,1.0570379495620728,-0.2731224298477173,1.0
1,23,0.0881948322057724,0.8162808418273926,0.036846719682216644,1.0
1,24,-0.0877668485045433,0.8351556658744812,-0.036777205765247345,1.0
1,25,0.07570776343345642,0.37699639797210693,0.016231393441557884,1.0
1,26,-0.031556904315948486,0.47713321447372437,-0.04414019361138344,1.0
1,27,0.04315388947725296,0.043704889714717865,0.1550341695547104,1.0
1,28,-0.08927319943904877,0.09561106562614441,0.0902331992983818,1.0
1,29,0.02613041177392006,0.012984078377485275,0.17317596077919006,1.0
1,30,-0.0926935002207756,0.07038938999176025,0.06925088167190552,1.0
1,31,0.060177288949489594,0.0,0.10332565754652023,1.0
1,32,-0.07053416967391968,0.07492757588624954,-0.032509222626686096,1.0
2,0,0.029137900099158287,1.4415545463562012,-0.2545500099658966,1.0
2,1,0.057901106774806976,1.45772123336792,-0.2462344467639923,1.0
2,2,0.054451264441013336,1.461519479751587,-0.2356913685798645,1.0
2,3,0.046475768089294434,1.4627151489257812,-0.23548734188079834,1.0
2,4,0.025821080431342125,1.4648383855819702,-0.25879013538360596,1.0
2,5,0.029651053249835968,1.4620298147201538,-0.270175576210022,1.0
2,6,0.03475343436002731,1.458797812461853,-0.2483535259962082,1.0
2,7,0.10277474671602249,1.4432398080825806,-0.10944679379463196,1.0
2,8,-0.057208552956581116,1.4009186029434204,-0.12890541553497314,1.0
2,9,0.06164497882127762,1.4247018098831177,-0.20367302000522614,1.0
2,10,0.026265747845172882,1.3983798027038574,-0.22677285969257355,1.0
2,11,0.1849147230386734,1.272098183631897,0.013556218706071377,1.0
2,12,-0.13535992801189423,1.3437933921813965,0.03681694716215134,1.0
2,13,0.2299315333366394,1.0946470499038696,-0.03570837527513504,1.0
2,14,-0.19997255504131317,1.0609138011932373,-0.06192083656787872,1.0
2,15,0.1503952592611313,1.0289199352264404,-0.1729547679424286,1.0
2,16,-0.091728076338768,1.0385500192642212,-0.26402443647384644,1.0
2,17,0.11281152069568634,1.0302246809005737,-0.1999298632144928,1.0
2,18,-0.03055533394217491,1.047607421875,-0.333896279335022,1.0
2,19,0.08900987356901169,1.0480073690414429,-0.21095290780067444,1.0
2,20,-0.0002853930927813053,1.11257803440094,-0.34042924642562866,1.0
2,21,0.13944460451602936,1.0254889726638794,-0.17745432257652283,1.0
2,22,-0.06510674953460693,1.0612965822219849,-0.2722436487674713,1.0
2,23,0.08828656375408173,0.8165907263755798,0.03634415566921234,1.0
2,24,-0.08767753839492798,0.8349077105522156,-0.03640091419219971,1.0
2,25,0.07665831595659256,0.37855032086372375,0.016283629462122917,1.0
2,26,-0.03282582014799118,0.4780662953853607,-0.04471559077501297,1.0
2,27,0.048066116869449615,0.04423952102661133,0.15477102994918823,1.0
2,28,-0.08894403278827667,0.09676951915025711,0.086456298828125,1.0
2,29,0.030852127820253372,0.01360519789159298,0.17306558787822723,1.0
2,30,-0.09214843809604645,0.07138869166374207,0.065225750207901,1.0
2,31,0.06422863900661469,0.0,0.10416006296873093,1.0
2,32,-0.07073594629764557,0.07453449070453644,-0.035742148756980896,1.0
3,0,0.028912249952554703,1.4414268732070923,-0.2538517713546753,1.0
3,1,0.05747780203819275,1.457735538482666,-0.24531319737434387,1.0
3,2,0.053947363048791885,1.461677074432373,-0.23545345664024353,1.0
3,3,0.04635145515203476,1.4622929096221924,-0.23512038588523865,1.0
3,4,0.025403553619980812,1.4653757810592651,-0.2582472562789917,1.0
3,5,0.029408179223537445,1.4623914957046509,-0.26976650953292847,1.0
3,6,0.034446995705366135,1.4590058326721191,-0.24763548374176025,1.0
3,7,0.10255951434373856,1.442933440208435,-0.1099184975028038,1.0
3,8,-0.05631487816572189,1.4013525247573853,-0.12932074069976807,1.0
3,9,0.061293043196201324,1.4243724346160889,-0.20344415307044983,1.0
3,10,0.02551313489675522,1.398568868637085,-0.22635923326015472,1.0
3,11,0.18479222059249878,1.2721418142318726,0.011325512081384659,1.0
3,12,-0.1349584460258484,1.3436657190322876,0.03443318232893944,1.0
3,13,0.22826537489891052,1.0942109823226929,-0.039277490228414536,1.0
3,14,-0.19850480556488037,1.0626661777496338,-0.06760052591562271,1.0
3,15,0.14870484173297882,1.0288538932800293,-0.17282550036907196,1.0
3,16,-0.08309732377529144,1.0436259508132935,-0.26422059535980225,1.0
3,17,0.11123058199882507,1.0299232006072998,-0.19882076978683472,1.0
3,18,-0.019908346235752106,1.052396297454834,-0.33324888348579407,1.0
3,19,0.0879005566239357,1.047832727432251,-0.20962309837341309,1.0
3,20,0.01104134414345026,1.118006706237793,-0.33851006627082825,1.0
3,21,0.13826915621757507,1.0251559019088745,-0.1777956485748291,1.0
3,22,-0.05610908940434456,1.0665630102157593,-0.27205321192741394,1.0
3,23,0.08819994330406189,0.8169100880622864,0.036028336733579636,1.0
3,24,-0.08751029521226883,0.8351214528083801,-0.03634882718324661,1.0
3,25,0.07716122269630432,0.3805592358112335,0.016436835750937462,1.0
3,26,-0.03361404687166214,0.4813022315502167,-0.04744349420070648,1.0
3,27,0.04993397369980812,0.04513353481888771,0.1541168987751007,1.0
3,28,-0.08894449472427368,0.10047055780887604,0.07791226357221603,1.0
3,29,0.03225422650575638,0.014339523389935493,0.17231017351150513,1.0
3,30,-0.09179322421550751,0.07483217120170593,0.05600636452436447,1.0
3,31,0.06591231375932693,0.0,0.10452759265899658,1.0
3,32,-0.07051234692335129,0.07626461982727051,-0.044421322643756866,1.0
4,0,0.028847672045230865,1.4414563179016113,-0.25393322110176086,1.0
4,1,0.05725660175085068,1.457807183265686,-0.24524299800395966,1.0
4,2,0.05359630286693573,1.4618885517120361,-0.23581352829933167,1.0
4,3,0.04621264711022377,1.4619430303573608,-0.23547649383544922,1.0
4,4,0.0251876600086689,1.465772032737732,-0.2582688629627228,1.0
4,5,0.029405105859041214,1.462754249572754,-0.2701222002506256,1.0
4,6,0.034465767443180084,1.4592052698135376,-0.24764004349708557,1.0
4,7,0.10218659043312073,1.442577838897705,-0.11131399869918823,1.0
4,8,-0.055415116250514984,1.4015330076217651,-0.13090404868125916,1.0
4,9,0.06113415211439133,1.4241596460342407,-0.20389850437641144,1.0
4,10,0.025119822472333908,1.3986586332321167,-0.22664719820022583,1.0
4,11,0.18420417606830597,1.2716559171676636,0.007901255041360855,1.0
4,12,-0.13464322686195374,1.343210220336914,0.031653862446546555,1.0
4,13,0.2252742499113083,1.0938081741333008,-0.04405985027551651,1.0
4,14,-0.1974603235721588,1.0639418363571167,-0.0731801837682724,1.0
4,15,0.14245161414146423,1.032390832901001,-0.17318862676620483,1.0
4,16,-0.07997190952301025,1.0484657287597656,-0.2649492025375366,1.0
4,17,0.10415660589933395,1.0344913005828857,-0.19824442267417908,1.0
4,18,-0.016033198684453964,1.0576673746109009,-0.33320021629333496,1.0
4,19,0.08134262263774872,1.0528361797332764,-0.20850542187690735,1.0
4,20,0.014798440970480442,1.1234638690948486,-0.33740121126174927,1.0
4,21,0.13228739798069,1.0289987325668335,-0.17834660410881042,1.0
4,22,-0.05322505906224251,1.071602463722229,-0.27245551347732544,1.0
4,23,0.0879792720079422,0.8174372315406799,0.03582197055220604,1.0
4,24,-0.0873117670416832,0.8352761268615723,-0.03633756563067436,1.0
4,25,0.07759016752243042,0.3823074400424957,0.016725793480873108,1.0
4,26,-0.03420526534318924,0.4834200441837311,-0.04872894659638405,1.0
4,27,0.05040063336491585,0.04600312560796738,0.15395738184452057,1.0
4,28,-0.08935864269733429,0.10314232110977173,0.07290550321340561,1.0
4,29,0.032307520508766174,0.0151376249268651,0.17198750376701355,1.0
4,30,-0.09206448495388031,0.07730842381715775,0.050487764179706573,1.0
4,31,0.06630279868841171,0.0,0.10494398325681686,1.0
4,32,-0.07060126215219498,0.07773051410913467,-0.04974799603223801,1.0
5,0,0.029032999649643898,1.4414570331573486,-0.2535550594329834,1.0
5,1,0.057393740862607956,1.4578925371170044,-0.24494668841362,1.0
5,2,0.053744859993457794,1.4619338512420654,-0.23565590381622314,1.0
5,3,0.04643307253718376,1.4619351625442505,-0.23537038266658783,1.0
5,4,0.025239266455173492,1.4660054445266724,-0.2579738199710846,1.0
5,5,0.029582684859633446,1.4630529880523682,-0.27007970213890076,1.0
5,6,0.03477632254362106,1.4594731330871582,-0.24728600680828094,1.0
5,7,0.10205119848251343,1.442413330078125,-0.11162932217121124,1.0
5,8,-0.05451614409685135,1.4015588760375977,-0.13166053593158722,1.0
5,9,0.061118900775909424,1.4240224361419678,-0.2038741260766983,1.0
5,10,0.025071339681744576,1.3986735343933105,-0.2265765517950058,1.0
