frame,landmark,x,y,z,visibility
2,2,0.012629533,1.3237356,0.05520253,1.0
2,3,0.014473568,1.3257793,0.05973702,1.0
2,4,0.057511292,1.3453178,0.03617354,1.0
2,5,0.060363226,1.3370131,0.022720903,1.0
2,6,0.0703418,1.3345803,0.043593735,1.0
2,7,-0.06694974,1.3047665,-0.047067504,1.0
2,8,0.07555832,1.2604104,-0.06927953,1.0
2,9,-0.011420193,1.3047472,0.07377942,1.0
2,10,0.05069264,1.2677981,0.040582098,1.0
2,11,-0.17712091,1.1616238,-0.041296024,1.0
2,12,0.11887166,1.229719,0.014340754,1.0
2,13,-0.20358396,0.93647766,-0.057006307,1.0
2,14,0.16299479,0.94007504,-0.019228756,1.0
2,15,-0.20678455,0.7000149,0.050808746,1.0
2,16,0.12505734,0.74625915,0.0033708,1.0
2,17,-0.22819479,0.6587067,0.0844772,1.0
2,18,0.1486814,0.72614604,-0.0045675724,1.0
2,19,-0.21403714,0.6585042,0.07373107,1.0
2,20,0.13943373,0.74414754,-0.012394596,1.0
2,21,-0.19092835,0.67502356,0.06150589,1.0
2,22,0.11506073,0.74713147,0.010553232,1.0
2,23,-0.09971212,0.70313644,0.0070291674,1.0
2,24,0.09656243,0.7193353,-0.009067323,1.0
2,25,-0.14601006,0.33721387,0.047453117,1.0
2,26,0.1271083,0.40019375,0.07835162,1.0
2,27,-0.26389018,0.021735996,0.06303191,1.0
2,28,0.1078852,-0.0077539016,0.13883829,1.0
2,29,-0.29080325,-0.0038845045,0.07604661,1.0
2,30,0.09631198,-0.042011715,0.121518545,1.0
2,31,-0.35578573,0.005254181,0.10591496,1.0
2,32,0.08883218,0.021984776,0.1381091,1.0
3,0,0.01765593,1.3113146,0.09104051,1.0
3,1,0.01830041,1.3270223,0.050703943,1.0
3,2,0.010961783,1.3205744,0.056645077,1.0
3,3,0.012728666,1.3228523,0.061338153,1.0
3,4,0.056119747,1.3418336,0.03814566,1.0
3,5,0.058914706,1.3340119,0.024724178,1.0
3,6,0.06896786,1.3311824,0.04551372,1.0
3,7,-0.067820854,1.3013167,-0.046356663,1.0
3,8,0.07555749,1.2564954,-0.067144714,1.0
3,9,-0.012236664,1.3015604,0.0750406,1.0
3,10,0.05000522,1.2643839,0.04265523,1.0
3,11,-0.1758711,1.1579052,-0.040099114,1.0
3,12,0.12101459,1.2246873,0.014612154,1.0
3,13,-0.20098369,0.9328515,-0.056784205,1.0
3,14,0.16312434,0.93548906,-0.018623963,1.0
3,15,-0.20506129,0.6979412,0.051700506,1.0
3,16,0.12239377,0.7427421,0.0037341295,1.0
3,17,-0.22650611,0.6568423,0.08520197,1.0
3,18,0.14554028,0.72293806,-0.0040956903,1.0
3,19,-0.21244408,0.6568405,0.07418961,1.0
3,20,0.13559206,0.74108857,-0.011857205,1.0
3,21,-0.18918732,0.6731829,0.061572462,1.0
3,22,0.112264566,0.74393284,0.010981531,1.0
3,23,-0.1005097,0.69846237,0.0074879928,1.0
3,24,0.09731269,0.71476,-0.009400522,1.0
3,25,-0.14822814,0.3340133,0.04806934,1.0
3,26,0.12976688,0.39590415,0.08126356,1.0
3,27,-0.26385275,0.020729434,0.066516325,1.0
3,28,0.108356416,-0.009236844,0.13945745,1.0
3,29,-0.29082948,-0.0038166465,0.08007348,1.0
3,30,0.09687467,-0.043401636,0.122242026,1.0
3,31,-0.35463515,0.005341703,0.11062663,1.0
3,32,0.090481654,0.021262286,0.13909239,1.0
4,0,0.017579846,1.3103262,0.09135494,1.0
4,1,0.017892735,1.3263842,0.050909877,1.0
4,2,0.010623213,1.3196809,0.05669675,1.0
4,3,0.012109673,1.3219675,0.06155431,1.0
4,4,0.055552408,1.3407066,0.038456194,1.0
4,5,0.05844008,1.3330457,0.024912689,1.0
4,6,0.06830659,1.330048,0.045662142,1.0
4,7,-0.06815621,1.3005489,-0.046094883,1.0
4,8,0.07559243,1.2553014,-0.06671017,1.0
4,9,-0.012139734,1.300882,0.075084485,1.0
4,10,0.049941063,1.2634537,0.04316984,1.0
4,11,-0.1747524,1.1573195,-0.039514937,1.0
4,12,0.12178951,1.2230507,0.0142553,1.0
4,13,-0.19847587,0.93328726,-0.057229333,1.0
4,14,0.16281487,0.9341172,-0.019748196,1.0
4,15,-0.2029031,0.6989567,0.0497451,1.0
4,16,0.121744215,0.74141437,0.0015950613,1.0
4,17,-0.22436629,0.657699,0.08281319,1.0
4,18,0.14518082,0.72150034,-0.0066369246,1.0
4,19,-0.21073881,0.6574548,0.07159899,1.0
4,20,0.13496035,0.7399197,-0.014170649,1.0
4,21,-0.1870842,0.67380655,0.059379116,1.0
4,22,0.111831516,0.74277794,0.008669362,1.0
4,23,-0.10053224,0.69691163,0.007978863,1.0
4,24,0.0974127,0.7130927,-0.009860842,1.0
4,25,-0.14890863,0.33270785,0.048761286,1.0
4,26,0.13158563,0.39442104,0.08145312,1.0
4,27,-0.26405576,0.020592166,0.06929967,1.0
4,28,0.10917106,-0.009431925,0.13843367,1.0
4,29,-0.2910725,-0.0035134675,0.0832458,1.0
4,30,0.09790429,-0.043555148,0.12118715,1.0
4,31,-0.35440102,0.0054378714,0.1138281,1.0
4,32,0.09254832,0.020923441,0.13795492,1.0
5,0,0.018062165,1.3099787,0.09149268,1.0
5,1,0.018071728,1.3263261,0.05071385,1.0
5,2,0.010883479,1.3195212,0.056428406,1.0
5,3,0.012124404,1.3216847,0.061360627,1.0
5,4,0.05528751,1.3402334,0.038337156,1.0
5,5,0.0583572,1.3328438,0.024360381,1.0
5,6,0.068142,1.3296798,0.045273907,1.0
5,7,-0.06851876,1.3006881,-0.046006072,1.0
5,8,0.07581804,1.2549831,-0.06714888,1.0
5,9,-0.011764863,1.300877,0.07471764,1.0
5,10,0.05014193,1.2633978,0.043112822,1.0
5,11,-0.17364667,1.1576872,-0.0396415,1.0
5,12,0.12210673,1.2227138,0.012528216,1.0
5,13,-0.19647646,0.9345082,-0.058792904,1.0
5,14,0.16260982,0.93370384,-0.02512452,1.0
5,15,-0.20031185,0.7002377,0.045193445,1.0
5,16,0.1216169,0.74091226,-0.0073219067,1.0
5,17,-0.22179958,0.6585723,0.07790207,1.0
5,18,0.14523478,0.72069716,-0.016408835,1.0
5,19,-0.208577,0.65804034,0.06642767,1.0
5,20,0.1352022,0.7392384,-0.023536904,1.0
5,21,-0.1844299,0.6746282,0.054921024,1.0
5,22,0.1120414,0.7422983,-0.0003811093,1.0
5,23,-0.1003693,0.69655406,0.008534747,1.0
5,24,0.09732396,0.7125105,-0.010410352,1.0
5,25,-0.14942217,0.3324844,0.049737956,1.0
5,26,0.13198888,0.3940853,0.081287906,1.0
5,27,-0.26385146,0.02073335,0.070518136,1.0
5,28,0.10911418,-0.008956609,0.13768224,1.0
5,29,-0.29097962,-0.0030978275,0.08479051,1.0
5,30,0.0982385,-0.042963177,0.12035332,1.0
5,31,-0.35351905,0.0053484123,0.11502706,1.0
5,32,0.09388732,0.020844122,0.13708849,1.0
6,0,0.01872439,1.3096428,0.09130975,1.0
6,1,0.01837376,1.3262424,0.050314177,1.0
6,2,0.011277086,1.3192958,0.05589422,1.0
6,3,0.012335406,1.3214338,0.060966473,1.0
6,4,0.05538989,1.3398237,0.03791623,1.0
6,5,0.058551304,1.3325679,0.02364359,1.0
6,6,0.068310305,1.3292898,0.04471402,1.0
6,7,-0.06877937,1.3008373,-0.04634445,1.0
6,8,0.07615211,1.2547174,-0.06812177,1.0
6,9,-0.011307679,1.3008825,0.074139304,1.0
6,10,0.05059004,1.2632564,0.042760223,1.0
6,11,-0.17285702,1.1581974,-0.040081076,1.0
6,12,0.122418106,1.222567,0.010506215,1.0
6,13,-0.19507188,0.9354838,-0.060272135,1.0
6,14,0.16240527,0.9335418,-0.029578742,1.0
6,15,-0.19852863,0.7009823,0.041980736,1.0
6,16,0.12154265,0.7405939,-0.013733621,1.0
6,17,-0.22007626,0.6588686,0.07458314,1.0
6,18,0.1453194,0.72018695,-0.023362532,1.0
6,19,-0.20717442,0.6581138,0.06287665,1.0
6,20,0.13544759,0.7387986,-0.030119468,1.0
6,21,-0.18262836,0.67496234,0.051809076,1.0
6,22,0.11221446,0.7420167,-0.0067901537,1.0
6,23,-0.10027605,0.69643885,0.009059606,1.0
6,24,0.09723635,0.7121796,-0.010955128,1.0
6,25,-0.14981446,0.33234257,0.051154874,1.0
6,26,0.1325698,0.3942577,0.08128559,1.0
6,27,-0.2638516,0.020728922,0.07209619,1.0
6,28,0.10947255,-0.007826904,0.13784525,1.0
6,29,-0.29114282,-0.0028629182,0.08664437,1.0
6,30,0.098961964,-0.04170443,0.12058326,1.0
6,31,-0.35304502,0.0052882917,0.116512656,1.0
6,32,0.09556511,0.021637274,0.13734077,1.0
7,0,0.018595912,1.3100971,0.09120701,1.0
7,1,0.018214399,1.3268054,0.050272856,1.0
7,2,0.011089003,1.3196801,0.055712212,1.0
7,3,0.011837156,1.321857,0.060885992,1.0
7,4,0.05513536,1.3401495,0.037799537,1.0
7,5,0.05833912,1.332965,0.02347444,1.0
7,6,0.0681031,1.3295453,0.044449087,1.0
7,7,-0.06919563,1.3010787,-0.046538237,1.0
7,8,0.07614894,1.2547764,-0.0684357,1.0
7,9,-0.011399171,1.3013139,0.07388718,1.0
7,10,0.05053456,1.2635796,0.042780746,1.0
7,11,-0.17290026,1.158142,-0.039942022,1.0
7,12,0.1226524,1.2222943,0.010113398,1.0
7,13,-0.19427647,0.9350911,-0.060390435,1.0
7,14,0.16195577,0.93396485,-0.02859233,1.0
7,15,-0.19782124,0.7014439,0.042859044,1.0
7,16,0.12128027,0.7415535,-0.010530876,1.0
7,17,-0.21952945,0.6594483,0.07554075,1.0
7,18,0.14535367,0.7215192,-0.020056453,1.0
7,19,-0.20657906,0.65855134,0.063751884,1.0
7,20,0.13503039,0.74036515,-0.026605263,1.0
7,21,-0.18201143,0.67516965,0.052707806,1.0
7,22,0.1120307,0.7431872,-0.0035896813,1.0
7,23,-0.100102566,0.6962199,0.009559232,1.0
7,24,0.09714952,0.7117794,-0.01138303,1.0
7,25,-0.14994168,0.33188605,0.053383153,1.0
7,26,0.13344064,0.39470562,0.08149135,1.0
7,27,-0.263007,0.020158876,0.07542915,1.0
7,28,0.10971367,-0.0066661783,0.13793202,1.0
7,29,-0.29026097,-0.0030931635,0.090100475,1.0
7,30,0.099590525,-0.04046633,0.12075321,1.0
7,31,-0.3509721,0.005184142,0.11991375,1.0
7,32,0.09712586,0.02299895,0.13767084,1.0
8,0,0.017729627,1.311687,0.09130041,1.0
8,1,0.017280485,1.3283856,0.050589774,1.0
8,2,0.010047335,1.3212608,0.055801064,1.0
8,3,0.010779741,1.3234107,0.061009437,1.0
8,4,0.054198712,1.3417377,0.037933525,1.0
8,5,0.05742707,1.3346223,0.023610104,1.0
8,6,0.067223296,1.3310373,0.04458998,1.0
8,7,-0.069896854,1.301946,-0.04663205,1.0
8,8,0.07572876,1.255736,-0.06824633,1.0
8,9,-0.012091237,1.302711,0.07390436,1.0
8,10,0.049720816,1.2649515,0.042988267,1.0
8,11,-0.1730136,1.1583983,-0.039547186,1.0
8,12,0.122832164,1.2225819,0.010065053,1.0
8,13,-0.1936262,0.9342702,-0.060079128,1.0
8,14,0.16156676,0.9346369,-0.027196184,1.0
8,15,-0.19740583,0.70151424,0.044016756,1.0
8,16,0.1211831,0.7435836,-0.0058691697,1.0
8,17,-0.21938016,0.6596294,0.07687941,1.0
8,18,0.14556003,0.72379506,-0.014983327,1.0
8,19,-0.20638365,0.6588315,0.0650047,1.0
8,20,0.13477908,0.74298114,-0.02143038,1.0
8,21,-0.1816965,0.67515445,0.053738583,1.0
8,22,0.11188016,0.74539506,0.00097171497,1.0
8,23,-0.10015067,0.6962957,0.009841922,1.0
8,24,0.09720598,0.71184564,-0.011650338,1.0
8,25,-0.15006149,0.33180282,0.054888066,1.0
8,26,0.13425379,0.3952603,0.08220833,1.0
8,27,-0.2621523,0.019879114,0.07791269,1.0
8,28,0.109808765,-0.005577236,0.1381141,1.0
8,29,-0.28944364,-0.0032082489,0.092595495,1.0
8,30,0.09981695,-0.03950967,0.12097611,1.0
8,31,-0.349185,0.005117733,0.122919805,1.0
8,32,0.097804114,0.02397125,0.13819535,1.0
9,0,0.017091056,1.3125852,0.091164276,1.0
9,1,0.01669531,1.3292053,0.050591297,1.0
9,2,0.009394497,1.322055,0.05573564,1.0
9,3,0.010096342,1.3242463,0.060920313,1.0
9,4,0.053593174,1.3425982,0.03781612,1.0
9,5,0.056875147,1.3355463,0.023548901,1.0
9,6,0.06674204,1.3318439,0.044418763,1.0
9,7,-0.07034938,1.3023196,-0.04694141,1.0
9,8,0.07554172,1.2561774,-0.06829764,1.0
9,9,-0.012578001,1.3033613,0.07379242,1.0
9,10,0.04918775,1.2656368,0.042915396,1.0
9,11,-0.17316352,1.1584963,-0.039481778,1.0
9,12,0.1229392,1.2226435,0.010023957,1.0
9,13,-0.1933333,0.9338928,-0.059729062,1.0
9,14,0.16139095,0.9349488,-0.026235905,1.0
9,15,-0.19719562,0.70132434,0.045008667,1.0
9,16,0.121089116,0.74491626,-0.0036030095,1.0
9,17,-0.21923977,0.6595128,0.07802936,1.0
9,18,0.14553326,0.7253152,-0.012550738,1.0
9,19,-0.20616217,0.658803,0.066147655,1.0
9,20,0.13452259,0.7448052,-0.018964367,1.0
9,21,-0.18159328,0.6750019,0.054707397,1.0
9,22,0.111753464,0.7468021,0.0031993496,1.0
9,23,-0.10016064,0.6962992,0.010084259,1.0
9,24,0.09724217,0.71187335,-0.011793712,1.0
9,25,-0.15003671,0.33173966,0.05610427,1.0
9,26,0.1347609,0.3954584,0.08244511,1.0
9,27,-0.26110443,0.019507144,0.080392875,1.0
9,28,0.10973306,-0.0054170764,0.13828817,1.0
9,29,-0.28835455,-0.0034889346,0.09514866,1.0
9,30,0.09980772,-0.039312348,0.12117682,1.0
9,31,-0.34716702,0.0049580503,0.12583196,1.0
9,32,0.09805623,0.024114786,0.13846342,1.0
10,0,0.016363973,1.3135383,0.09136969,1.0
10,1,0.016046984,1.3300523,0.05087144,1.0
10,2,0.008656008,1.3228977,0.055960212,1.0
10,3,0.009369777,1.3250483,0.06114576,1.0
10,4,0.05284916,1.343492,0.037997793,1.0
10,5,0.05621612,1.3364753,0.023856226,1.0
10,6,0.06612863,1.3326868,0.044584308,1.0
10,7,-0.07076131,1.3026975,-0.047024544,1.0
10,8,0.07539048,1.2566972,-0.06784731,1.0
10,9,-0.013160391,1.3040915,0.07398525,1.0
10,10,0.048544005,1.2663672,0.043114167,1.0
10,11,-0.17320603,1.1585776,-0.039235346,1.0
10,12,0.12313782,1.2227838,0.010522866,1.0
10,13,-0.19329146,0.93354565,-0.059155762,1.0
10,14,0.1611463,0.9352595,-0.02515915,1.0
10,15,-0.19715168,0.7013341,0.045546375,1.0
10,16,0.12080784,0.7463449,-0.0022841878,1.0
10,17,-0.2192113,0.65965813,0.07856453,1.0
10,18,0.14525245,0.72701937,-0.011254803,1.0
10,19,-0.20608835,0.6589278,0.066631846,1.0
10,20,0.13410413,0.7468454,-0.017651035,1.0
10,21,-0.18166667,0.67504454,0.055173688,1.0
10,22,0.11148035,0.74844855,0.004406011,1.0
10,23,-0.10016214,0.6963519,0.010240419,1.0
10,24,0.09733423,0.7119692,-0.011852557,1.0
10,25,-0.15030716,0.33172658,0.057088602,1.0
10,26,0.13521886,0.39553273,0.08277878,1.0
10,27,-0.26046202,0.019196868,0.082397416,1.0
10,28,0.10956699,-0.0052314266,0.13840328,1.0
10,29,-0.28771988,-0.003774182,0.0972451,1.0
10,30,0.0997099,-0.03908302,0.12123884,1.0
10,31,-0.34571296,0.0048867,0.12819697,1.0
10,32,0.09819927,0.024216717,0.13864361,1.0
11,0,0.0161961,1.3136169,0.09157583,1.0
11,1,0.015942592,1.330114,0.051149726,1.0
11,2,0.0084921615,1.322968,0.05616039,1.0
11,3,0.009175487,1.3251123,0.061366543,1.0
11,4,0.052710764,1.3435858,0.038209833,1.0
11,5,0.05609899,1.3366224,0.024082873,1.0
11,6,0.066066235,1.3327637,0.04477969,1.0
11,7,-0.07094041,1.302588,-0.046897832,1.0
11,8,0.07544657,1.2566845,-0.06767888,1.0
11,9,-0.01328731,1.3041463,0.07422523,1.0
11,10,0.048376627,1.2664428,0.04334724,1.0
11,11,-0.17335728,1.1584147,-0.038958956,1.0
11,12,0.123267226,1.2226039,0.010596406,1.0
11,13,-0.19315651,0.933198,-0.058860607,1.0
11,14,0.16117191,0.93535846,-0.024624798,1.0
11,15,-0.19686192,0.7010027,0.045990836,1.0
11,16,0.12084158,0.7470284,-0.0008607628,1.0
11,17,-0.21887347,0.6593095,0.07908863,1.0
11,18,0.14532487,0.7278792,-0.00970822,1.0
11,19,-0.20572174,0.65862,0.067086466,1.0
11,20,0.13400699,0.7478449,-0.016085392,1.0
11,21,-0.18142787,0.67473155,0.055579543,1.0
11,22,0.11149005,0.74918747,0.0058092168,1.0
11,23,-0.10020892,0.6962186,0.01040324,1.0
11,24,0.097445734,0.7118263,-0.012001592,1.0
11,25,-0.15020505,0.33166265,0.057821702,1.0
11,26,0.1357598,0.39552176,0.08311009,1.0
11,27,-0.25926715,0.018925954,0.083539605,1.0
11,28,0.10958619,-0.005266316,0.13845171,1.0
11,29,-0.28636923,-0.0039744927,0.09841899,1.0
11,30,0.09971398,-0.039057784,0.121282004,1.0
11,31,-0.3437161,0.0048215017,0.12962839,1.0
11,32,0.09847021,0.024230426,0.13878234,1.0
12,0,0.015854841,1.3137469,0.09195827,1.0
12,1,0.015674952,1.3302261,0.051568586,1.0
12,2,0.008139736,1.3230762,0.056477237,1.0
12,3,0.008834727,1.3251991,0.061740525,1.0
12,4,0.052345186,1.3437268,0.03865036,1.0
12,5,0.05578982,1.3367726,0.024484072,1.0
12,6,0.06582977,1.3328809,0.045182213,1.0
12,7,-0.07110448,1.302495,-0.046717517,1.0
12,8,0.07549253,1.2567,-0.0671324,1.0
12,9,-0.013523193,1.3042527,0.07461495,1.0
12,10,0.048075266,1.2665505,0.04375914,1.0
12,11,-0.17336456,1.1582536,-0.038636826,1.0
12,12,0.12363731,1.2224356,0.011034945,1.0
12,13,-0.19325277,0.93289393,-0.058403946,1.0
12,14,0.16123693,0.93531966,-0.023911607,1.0
12,15,-0.19672568,0.7006508,0.046525266,1.0
12,16,0.12080075,0.7471044,7.035863e-05,1.0
12,17,-0.21862194,0.65896493,0.07969111,1.0
12,18,0.14524327,0.72797596,-0.008679964,1.0
12,19,-0.20545506,0.6582391,0.06757135,1.0
12,20,0.13390048,0.7480151,-0.015085309,1.0
12,21,-0.18128233,0.67440504,0.056103364,1.0
12,22,0.11146969,0.7492948,0.006736311,1.0
12,23,-0.100255035,0.6961533,0.010503776,1.0
12,24,0.09763096,0.7117345,-0.012111963,1.0
12,25,-0.15017076,0.33166662,0.05850256,1.0
12,26,0.13667588,0.39543742,0.083470434,1.0
12,27,-0.25828725,0.018705867,0.08447483,1.0
12,28,0.109648615,-0.005443771,0.1384299,1.0
12,29,-0.28523308,-0.004175949,0.09942742,1.0
12,30,0.09970336,-0.039139926,0.12123837,1.0
12,31,-0.34198928,0.004786795,0.13074766,1.0
12,32,0.09881101,0.023957154,0.1387237,1.0
13,0,0.015738908,1.3137577,0.09209637,1.0
13,1,0.015597564,1.3302219,0.051753916,1.0
13,2,0.008010682,1.3230801,0.05659206,1.0
13,3,0.008709295,1.32519,0.061914887,1.0
13,4,0.05220569,1.3437183,0.03884353,1.0
13,5,0.055672236,1.3367925,0.024659712,1.0
13,6,0.06578672,1.3328607,0.04536372,1.0
13,7,-0.07112367,1.302394,-0.046611648,1.0
13,8,0.075570926,1.2566196,-0.06686568,1.0
13,9,-0.013592422,1.3042355,0.074792676,1.0
13,10,0.04796291,1.2665298,0.043963216,1.0
13,11,-0.17340076,1.1580708,-0.038456723,1.0
13,12,0.12391195,1.2222202,0.011272724,1.0
13,13,-0.19334581,0.93263507,-0.057963267,1.0
13,14,0.16133942,0.93527216,-0.02343325,1.0
13,15,-0.19664,0.7003054,0.047370475,1.0
13,16,0.12078796,0.74721557,0.0007321257,1.0
13,17,-0.21842101,0.6586263,0.0806458,1.0
13,18,0.14519821,0.7281613,-0.00795441,1.0
13,19,-0.20523742,0.6578587,0.06844431,1.0
13,20,0.1338254,0.74819493,-0.014366372,1.0
13,21,-0.18118352,0.67406595,0.0569556,1.0
13,22,0.11146234,0.74940515,0.0073997737,1.0
13,23,-0.1003042,0.69605947,0.010572253,1.0
13,24,0.097752206,0.7116166,-0.012191259,1.0
13,25,-0.15017961,0.3316965,0.05879459,1.0
13,26,0.13736749,0.39537957,0.083687246,1.0
13,27,-0.257446,0.018516924,0.0845914,1.0
13,28,0.10972326,-0.0055850367,0.13823885,1.0
13,29,-0.2842354,-0.0043198587,0.09958686,1.0
13,30,0.09970806,-0.039217986,0.121029,1.0
13,31,-0.34065837,0.0047111586,0.13086711,1.0
13,32,0.09909484,0.023824094,0.13845994,1.0
14,0,0.015417108,1.3138832,0.0921996,1.0
14,1,0.015313535,1.3303232,0.051866695,1.0
14,2,0.007723002,1.323162,0.056677092,1.0
14,3,0.008390284,1.3253095,0.062042516,1.0
14,4,0.05187977,1.3438228,0.038986932,1.0
14,5,0.0553836,1.3369112,0.024827637,1.0
14,6,0.0655631,1.3329269,0.045492597,1.0
14,7,-0.071233496,1.3023816,-0.046618994,1.0
14,8,0.07554707,1.2566158,-0.066554695,1.0
14,9,-0.013823967,1.3042932,0.07491476,1.0
14,10,0.047720708,1.2665728,0.04411307,1.0
14,11,-0.17342559,1.1580071,-0.038262125,1.0
14,12,0.12412914,1.2221284,0.011743374,1.0
14,13,-0.19347563,0.9324708,-0.057289563,1.0
14,14,0.16133407,0.93525034,-0.022396848,1.0
14,15,-0.1964886,0.7000724,0.048537314,1.0
14,16,0.120759726,0.7476195,0.0016581109,1.0
14,17,-0.21814752,0.65843946,0.08192088,1.0
14,18,0.14516112,0.7287396,-0.007002275,1.0
14,19,-0.20489831,0.65766406,0.06964579,1.0
14,20,0.13377891,0.74888396,-0.0134387,1.0
14,21,-0.18100546,0.67386466,0.05815225,1.0
14,22,0.111474216,0.7498966,0.008341605,1.0
14,23,-0.1002956,0.6960211,0.010586888,1.0
14,24,0.09779698,0.7115978,-0.012169407,1.0
14,25,-0.15012757,0.33161885,0.05896518,1.0
14,26,0.13767764,0.39543754,0.08373232,1.0
14,27,-0.2566124,0.018314809,0.08493692,1.0
14,28,0.109709024,-0.005668973,0.13825908,1.0
14,29,-0.2833219,-0.004475639,0.0999669,1.0
14,30,0.09969458,-0.03922215,0.12105534,1.0
14,31,-0.33946782,0.0046551414,0.13129604,1.0
14,32,0.09917106,0.023824288,0.13851976,1.0
15,0,0.015367717,1.3139658,0.09215156,1.0
15,1,0.015280147,1.330403,0.051832296,1.0
15,2,0.0076881065,1.3232229,0.056624226,1.0
15,3,0.0083224755,1.3253881,0.062014114,1.0
15,4,0.051822387,1.343889,0.038953617,1.0
15,5,0.05534079,1.3369939,0.0248167,1.0
15,6,0.06553803,1.3329922,0.045448355,1.0
15,7,-0.07123517,1.3024306,-0.04667265,1.0
15,8,0.07561855,1.2566445,-0.06657343,1.0
15,9,-0.013827365,1.3043318,0.074872166,1.0
15,10,0.04770623,1.2666129,0.044102315,1.0
15,11,-0.17342883,1.1579934,-0.03826883,1.0
15,12,0.12423974,1.2220857,0.01174872,1.0
15,13,-0.19349115,0.93241847,-0.057190485,1.0
15,14,0.16146235,0.9353468,-0.022084557,1.0
15,15,-0.19636388,0.69994193,0.04889543,1.0
15,16,0.120986864,0.74800897,0.0021698372,1.0
15,17,-0.21793257,0.6583074,0.08232574,1.0
15,18,0.1454364,0.72924393,-0.0064732684,1.0
15,19,-0.20465098,0.65753746,0.070060655,1.0
15,20,0.13400795,0.749449,-0.012889826,1.0
15,21,-0.18089837,0.6737239,0.05851213,1.0
15,22,0.11171297,0.75032926,0.008861636,1.0
15,23,-0.100259796,0.6960325,0.010669185,1.0
15,24,0.097786404,0.7116478,-0.01223144,1.0
15,25,-0.15005954,0.3316183,0.059024725,1.0
